ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
p0oRrGDrQQw,180,190,"/m/01kcd,/m/0319l","['french horn solo', 'glockenspiel', 'orchestral', 'woodwinds', 'jazz', 'classical', 'cymbal']","French horn solo with orchestral accompaniment, woodwinds, glockenspiel and cymbals. The genre is jazz and classical.",8,False,False
p1-07VdP__Q,10,20,"/m/01kcd,/m/06ncr","['instrumental', 'slow tempo', 'trumpets', 'saxophone', 'emphatic', 'groovy', 'ambient', 'jazz', 'intense', 'elegant', 'jazz drumming', 'lively', 'polyrhythms', 'blues', 'swing', 'bass drum', 'trombone', 'cello', 'heavy bass line', 'syncopated melody', 'improvisation']","This music is a Jazz instrumental. The tempo is slow with emphatic brass and wind instrumentation, with cello and jazz drumming. The trumpets are emphatic with a lively trombone riff. The other instruments add a rich, dense layer to the music. It is intense, complex, ambient, groovy and pleasant. This music is a Jazz instrumental.5.",7,False,False
p1DNl8BF49U,30,40,"/m/01kcd,/m/07c6l","['low quality', 'noisy', 'intimate', 'live performance', 'jazz', 'trombone solo', 'groovy double bass', 'shimmering hi hats', 'passionate', 'warm']","The low quality recording features a live performance of a jazz song and it consists of groovy double bass, trombone solo and shimmering hi-hats. The recording is a bit noisy and it sounds warm, intimate and passionate.",4,False,False
p2NPfU5QARc,0,10,"/m/04rlf,/m/06bz3","['white noise', 'cymbal ride', 'drumming', 'sound frequency', 'broadband noise', 'audible sound waves', 'anticipation', 'wait', 'expectation', 'harmony beginning', 'slow tempo']","This bit starts with white noise followed by a tiny cymbal ride, drum beat and a keyboard harmony. This is the beginning of a song.",7,False,True
p2fXNAPYD20,60,70,"/m/01v1d8,/m/02lkt,/m/04rlf","['low quality', 'wide filter modulated synth pad melody', 'wide mellow synth pad', 'short growly synth bass', 'reverberant riser', 'ambient', 'calming', 'relaxing']","The low quality recording features an ambient song that consists of a wide filter modulate synth pad melody going, wide mellow synth pad and short growly synth bass. At the end of the loop, there is a reverberant riser, subtly bringing the energy up. It sounds calming and relaxing.",4,False,True
p2sXdmex3xQ,60,70,"/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y","['instrumental', 'slow tempo', 'acoustic guitar melody', 'western classical', 'classical', 'beautiful', 'mellow', 'euphonious', 'captivating', 'mesmerising', 'guitar solo', 'guitar lead', 'string instrument', 'live performance', 'gentle', 'emotional', 'atmospheric', 'ambient music', 'romantic']","This music is instrumental. The tempo is slow with a melodic acoustic guitar solo. The music is soft, euphonious, dreamy, romantic , warm  ,ambient and soothing. This is a Classical acoustic instrumental.",7,False,False
p3DLHNuCYhU,220,230,/m/0l14t7,"['low quality', 'noisy', 'mono', 'resonating mellow bells', 'mellow', 'soft', 'relaxing', 'calming', 'mystical', 'haunting', 'hypnotic']","The low quality recording features a resonating mellow bell playing. It sounds relaxing, calming, soft, mellow, haunting and hypnotic. The recording is noisy and in mono.",4,False,False
pG6yeC3yUY4,30,40,"/m/04rlf,/m/07qcpgn","['instrumental music', 'poor audio quality', 'rap dancers', 'medium tempo', 'amateur tapping tones', 'piano accompaniment', 'no other instrumentation', 'jazz music', 'amateur tap dancing', 'ambient room noises', 'people talking', 'memdiumm tempo', 'out of sync tapping rhythm', 'dance rhythm', 'dance lessons', 'amateur recording', 'instrumental music']","The song is instrumental. The tempo is medium with a piano playing solo accompaniment with no other instrumentation. Tap dancers tap to the piano accompaniment not perfectly in sync , with a lot of ambient room noises and people talking. The audio quality is very poor in this home video.",1,True,True
pHzjKCj9INw,30,40,"/m/015vgc,/m/04rlf,/m/0dq0md","['carnatic', 'acoustic guitar', 'instrumental', 'melodic', 'vibrato']",This is an instrumental piece carrying the characteristics of Carnatic music. An acoustic guitar is being played sideways to reach the musical effect of a tambura. The piece could be used as a soundtrack in movies/shows that take place in India.,9,True,True
pIE-3sIPlvY,30,40,"/m/04rlf,/m/07q2z82,/m/0ltv,/t/dd00035","['backround music', 'amateur recording', 'electronic/rock', 'synth pad', 'bass', 'digital drums', 'motor racing sounds', 'uptempo']",This audio contains a song with a bass playing a repeating melody along with a digital drums being in the background and a synth pad sound in the higher register. Towards the end the song is getting louder. In the foreground you can hear motor racing sounds. This song may be playing for a youtube video.,6,False,True
pLqasxGYWX8,30,40,"/m/04rlf,/m/06rqw,/m/0ln16","['latin dance music', 'salsa', 'live performance', 'trumpet', 'piano', 'bass guitar', 'latin percussive elements', 'cowbell', 'maracas', 'vibrant', 'joyful', 'sensual']","This is a live performance of a salsa music piece. The melody is being played by loud and high-pitched trumpets with the backing of the piano and the bass guitar. In the rhythmic background, a group of latin percussive elements are playing such as cowbell and maracas. The atmosphere is vibrant and sensual. This piece could be included in the soundtrack of a romance movie that takes place in the Caribbeans or Latin America.",9,False,False
pQWpa484HQM,40,50,"/m/0192l,/m/085jw","['low quality', 'live performance', 'mono', 'noisy', 'muffled', 'bagpipe melody', 'percussive wooden elements', 'soulful', 'passionate']","The low quality recording features a live performance of bagpipe melodies played over some percussive wooden elements. The recording is muffled, noisy, in mono and it sounds soulful and passionate.",4,False,False
pXz67syyse0,70,80,"/m/01kcd,/m/06ncr","['classical music', 'amateur recording', 'instrumental', 'single instrument', 'baritone saxophone', 'cello-like sound', 'tender', 'heart-touching']",This is a classical music piece performed on a baritone saxophone. The tone of the baritone saxophone resembles a cello sound. There is a tender feel to the melody being played. The atmosphere is heart-touching. This piece would fit perfectly in the soundtrack of a documentary with serene scenes such as a birdlife documentary.,9,False,False
pYXx0xXZiXk,14,24,"/m/04rlf,/m/07qlf79","['instrumental', 'fast tempo', 'jazz music', 'punchy bass lines', 'funky electric guitar', 'keyboard accompaniment', 'hissing sound', 'groovy drum rhythm', 'swing and blue', 'improvisations', 'complex chords', 'polyrhymic', 'syncopated  music', 'shape shifting music', 'complex harmony', 'emphatic', 'engaging', 'compelling']","This music is a jazz instrumental.The tempo is fast with an animated electric guitar harmony, funky drumming, groovy bass line and keyboard accompaniment. The music is complex, engaging,emphatic, groovy and syncopated with a hissing sound in the background.",7,True,True
pYaegEQ_wtI,190,200,"/m/01kcd,/m/07gql","['low quality', 'mono', 'noisy', 'bright trumpet melody', 'jazzy', 'passionate', 'compilation']","The low quality recording features a compilation of bright trumpet melodies. The recording is noisy, in mono and it sounds passionate and jazzy.",4,False,False
paeNnR33i5Q,300,310,"/m/03lty,/m/06by7,/m/0dl5d","['live performance', 'instrumental', 'progressive metal music', 'electric guitar', 'guitar solo', 'bass guitar', 'acoustic drums', 'agitated']",This is the live performance of a progressive metal music piece. The electric guitar is playing a complex solo in the lead. There is a bass guitar playing in the background. The rhythm is played by the acoustic drums. There is an agitated feel to the piece. This piece could be playing in the background at a rock bar.,9,False,False
pcOPueObfWs,130,140,"/m/02fsn,/m/0d8_n,/m/0l14_3","['low quality', 'filtered monster growl', 'wide arpeggiated synth', 'scary', 'spooky', 'haunting']","The low quality recording features a filtered monster growl, followed by a wide arpeggiated synth. It sounds spooky and haunting.",4,False,False
pn6toTLXAck,20,30,"/m/04rlf,/t/dd00036","['instrumental', 'fast tempo', 'synth rock', 'animated', 'video game music', 'psychedelic', 'digital sound effects', 'vigorous', 'intense', 'trap', 'trance trippy', 'psychedelic', 'dance music', 'dance hits', 'club music', 'youthful', 'spirited', 'groovy bass line', 'intense drumming', 'synthesiser arrangements', 'electronic instruments', 'digital drums', 'digital soundeffect']","This song is an animated instrumental. The tempo is fast with synthesiser arrangements, intense drumming, groovy bass lines and digital sound effects. The music is upbeat, catchy, compelling, youthful, psychedelic, trance like and intense with an upbeat dance groove. This song is contemporary Synth Pop.",7,False,True
pte5jvRKwsA,60,70,"/m/02bxd,/m/04rlf,/m/04szw","['live recording', 'didgeridoo', 'rapid melody', 'repeated melody']",This is a live recording of an instrumentalist playing a didgeridoo. The melody is rapid and bouncy.,3,False,False
puAclKsCbes,280,290,"/m/01lyv,/m/0342h,/m/04rlf,/m/04szw,/m/07brj,/m/0fx80y,/m/0l14_3","['live country folk band', 'folk music', 'fast paced', 'uptempo', 'energetic', 'banjo playing', 'acoustic guitar strumming', 'live recording', 'poor audio quality', 'crowd cheering', 'crowd clapping', 'fun', 'barnyard']","This is a fun, upbeat country folk song. We hear a banjo player strum rapidly and then go on to do a solo. We hear cheering and clapping fans, intricate basslines and acoustic guitars being rapidly strummed. It's a fun, uptempo song that would be heard in a barnyard.",3,False,False
pxEmmUYLHrE,30,40,"/m/0342h,/m/04rlf,/m/04rzd,/m/0fx80y,/m/0gg8l","['low quality', 'noisy', 'mono', 'picked mandolin solo melody', 'joyful', 'happy']","The low quality recording features a picked mandolin solo melody. Even though the recording is noisy and in mono, it gives off joyful and happy vibes.",4,True,True
q4PfLl3JVfg,30,40,"/m/04rlf,/m/0fd3y,/m/0m0jc","['ambient music', 'wide synth pad melody', 'wide smooth sustained pad chord', 'relaxing', 'spacey', 'calming', 'hypnotic']","The Ambient song features a wide synth pad melody and wide smooth, sustained pad chord playing together. It sounds very relaxing, calming and hypnotic - it kind of makes you sleepy.",4,False,True
q6GBCmLxNIk,30,40,"/m/02qmj0d,/m/05pd6","['first violin solo', 'string section', 'opera hall', 'great composers', 'beautiful music', 'legendary violinists', 'tense', 'eerie', 'philharmonic orchestra', 'conductor', 'cellos', 'violas', 'violins', 'lead melody', 'instrumental music', 'string orchestra', 'western classical music', 'vibrato', 'violin virtuoso', 'greta composers', 'melancholic music', 'romantic', 'emotional', 'heartfelt', 'the good life', 'passionate']",The song is an instrumental. The tempo is medium with a string section accompanying the first violin playing a melancholic melody. The song is emotional and melancholic. The song is a classic western classical music piece.,1,False,False
q7U8p-m8J3s,30,40,"/m/02bxd,/m/04rlf","['didgeridoo', 'didgeridoo player', 'live music', 'home music video', 'demonstration', 'aboriginal instruments', 'poor audio quality', 'wood clock percussions', 'instrumental music', 'hand percussions', 'tapping sounds', 'medium tempo', 'percussive horn play', 'groovy rhythm', 'emotional', 'devotional', 'healing', 'forest music']",The song is an instrumental. The tempo is medium with a wood block percussion and a didgeridoo playing percussively. The song is spiritual and emotional in nature. The audio quality is poor.,1,False,False
q9zAlMM-A9I,80,90,"/m/04rlf,/m/05lls,/m/0ggq0m","['classical music', 'orchestra', 'flutes', 'string section', 'oboes', 'slow tempo', 'dramatic', 'background whispering', 'soft and dreamy', 'amateur recording']","A full orchestra is playing a slow dramatic, emotional and soft composition. In the background whispering can be heard. This is an amateur recording. This song may be playing at a theater dancing ballet.",6,True,True
qBe_D8Gg5lA,30,40,"/m/0192l,/m/085jw","['bagpipers playing', 'army band', 'marching sounds', 'instrumental music', 'crowds cheering', 'ambient crowd noise', 'very poor audio quality', 'distorted sounds', 'high gain noise', 'medium tempo', 'spirited', 'passionate', 'victory march', 'army band', 'bagpipe harmony', 'emotional', 'patriotic music', 'march rhythm']",The song is an instrumental. The bagpipes play together in unison and march to the sounds of crowds cheering and other ambient sounds. The song is patriotic like a victory march. The song has very bad audio quality.,1,False,False
qCUJ-8AlecY,0,10,"/m/01sm1g,/m/07rdhzs,/m/0l14md","['drumline', 'stick trick', 'snare pad', 'rapid playing', 'rudiments']",This is a drumline stick trick recording. A drummer is playing rudiments on a snare pad in an acrobatic manner. There is a rapid procession of single and double strokes. This piece could be sampled for use in beat-making.,9,False,False
qDjeY72KaSo,30,40,"/m/01lyv,/m/04rlf","['zither', 'chinese', 'plucked string instrument', 'string bending', 'guzheng', 'tremolo picking', 'instrumental cover', 'steady rock beat', 'virtuosity', 'east meets west']","A Chinese zither plucked string instrument, or guzheng covering a popular western song with virtuosity, tremolo picking and string bending over a steady rock beat. East meets west.",8,False,False
qEJ_jxZzt7k,30,40,"/m/01glhc,/m/0342h,/m/04rlf,/m/04szw","['low quality', 'addictive electric guitar melody', 'cover', 'playback', 'noisy', 'mono']","The low quality recording features a cover of a song and it consists of an addictive electric guitar melody played over barely audible playback. The recording is very noisy and in mono, as it was probably recorded with a phone.",4,True,True
qFTMEVccUMg,450,460,/m/0395lw,"['low quality', 'squeaking sound', 'shimmering bells', 'noisy']","The low quality recording features a squeaking sound, followed by shimmering bells. The recording is noisy.",4,False,False
qFrvkOOR2HQ,27,37,"/m/02p0sh1,/m/04rlf","['traditional', 'low quality', 'men talking', 'folk', 'wooden percussions', 'woodwind melody', 'noisy', 'mono']",The low quality recording features a man talking in the background over woodwind melody and wooden percussion. It sounds like a traditional folk song and the recording is noisy and in mono.,4,False,False
qHRRWdWvjxI,30,40,/m/05pd6,"['clarinet lead', 'eastern scale', 'drums', 'cymbals', 'wind ensemble accompaniment']","Lead clarinetist playing a melody with an eastern scale accompanied by wind ensemble, cymbals and drums.",8,False,False
qKXhSGaudtk,150,160,"/m/02w4v,/m/04rlf,/m/0jtg0","['wooden percussions', 'wide strings melody', 'noisy sound', 'low quality', 'traditional', 'relaxing']","The low quality recording features a traditional song that contains a wide string melody, wooden percussion and some noisy sound in the background. It gives relaxing vibes, even though the percussion and strings are a bit aggressive.",4,False,False
qLWWDHLJBBQ,100,110,"/m/04rlf,/m/07pqn27,/t/dd00125","['backgroundmusic', 'loud clicking noises', 'amateur recording']",A song is played in the background containing a brass melody. In the foreground you can hear a lot of clicking noises that do not belong to the music. This is an amateur recording. This song may be playing in a casino.,6,True,True
qUWYzx7pBSw,40,50,"/m/04rlf,/t/dd00036","['hard-rock', 'e-bass', 'acoustic drums', 'e-guitar', 'fast tempo', 'aggressive']",This song contains a complex drum groove with fill-ins and a loud groove on the ride cymbal. A distorted e-bass is playing a simple fast bassline along with a distorted e-guitar playing lower notes along with the bass. This song may be playing in a car racing video-game.,6,False,False
qVT6GX1KHUY,50,60,"/m/0155w,/m/04rlf,/m/06w87","['instrumental', 'medium tempo', 'keyboard accompaniment', 'minimalist', 'dulcet', 'auto harp', 'steel guitar', 'pedal steel guitar', 'steady drumming', 'country song', 'country song instrumental', 'country instrument', 'bluegrass', 'regional music', 'folk music', 'pleasant', 'nostalgic', 'sentimental', 'soothing', 'mellifluous']","This music is a Country song instrumental. The tempo is medium with a pedal steel  guitar lead harmony with steady drumming and keyboard accompaniment. The music is a simple,minimalist, sweet, dulcet, sentimental, nostalgic, soothing, pleasant and mellifluous , classic Country music instrumental.",7,True,True
qV_VxEAXXDU,220,230,"/m/0395lw,/m/0l14qv","['instrumental', 'sharp sounds', 'bells', 'meditative', 'hypnotic', 'psychedelic', 'incessant', 'vibration', 'booming', 'resonance', 'resounding', 'reverb', 'echo', 'increasing pitch', 'monotone']","This music is instrumental. It is the sound of a bell playing incessantly. The sound is loud, booming, vibrating, resounding and resonating.",7,False,False
qVgVh9t_7ac,50,60,"/m/03cl9h,/m/04rlf,/t/dd00128","['low quality', 'chiptune melody', 'noisy', 'whistling sound effects', 'car honking sound effects', 'thin']","The low quality recording features a chiptune melody playing with whistling and car honking sound effects along with it. It sounds very noisy and thin, like it was recorded with a phone.",4,False,True
qVgnzJuGDBE,30,40,"/m/03_d0,/m/04rlf","['instrumental', 'slow tempo', 'saxophone harmony', 'saxophone lead', 'woodwind instrument', 'jazz paino', 'complex harmony', 'syncopated harmony', 'groovy bass line', 'jazz drumming', 'improvisation', 'polyrhythms', 'smooth', 'informal', 'atmospheric', 'ambient', 'deep', 'airy', 'creative', 'blues', 'syncopation', 'engaging', 'compelling', 'passionate']","This music is instrumental. The tempo is slow with a smooth saxophone harmony, groovy bassline, syncopated piano and jazz style drumming. The music is soothing, atmospheric, soothing, lively,  romantic, compelling and informal.  This music is a Jazz instrumental.",7,False,False
qZkM3QaeaUM,150,160,"/m/04rlf,/t/dd00033","['low quality', 'emotional', 'mellow piano melody', 'sad', 'slowly arpeggiated acoustic guitar melody', 'sustained soft strings melody']","The low quality recording features a mellow piano melody, slowly arpeggiated acoustic guitar melody and sustained soft strings melody. It sounds sad and emotional.",4,True,True
qc1DaM4kdO0,30,40,"/m/04rlf,/m/07pkxdp","['low quality', 'audio crackle', 'noisy', 'digital piano melody', 'sloppy', 'rehearse', 'mono']","The low quality recording features a sloppy, digital piano melody. The recording is extremely noisy, in mono, with some crackles at the end of the loop, and it sounds like a person is rehearsing the melody.",4,True,True
qdWTfyysMN8,30,40,"/m/01jnbd,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5","['e-guitar', 'echo/delay', 'picking', 'atmospheric arpeggio', 'faster tempo']",An e-guitar is playing a single note of a chord creating an arpeggio with an echo/delay-effect. The whole composition sounds soothing and relaxing. This may be relaxing in your room with headphones.,6,False,True
qeoYWM1uYPI,40,50,"/m/02lkt,/m/04rlf,/m/0cfdd,/m/0l14qv","['electro', 'reversed hi hats', '4 on the floor kick pattern', 'groovy', 'exciting', 'low quality', 'shimmering 2 step hi hats']","The low quality recording features an electro song that consists of reversed hi hats, followed by shimmering 2 step hi hats and ""4 on the floor"" kick pattern playing on top of it. It sounds groovy and exciting.",4,False,False
qfVIeq7s6tw,460,470,"/m/02bxd,/m/04rlf","['didgeridoo', 'sonorous tones', 'aboriginal instruments', 'groovy rhythm', 'deep breaths', 'breathing technique', 'home music video', 'solo instrument', 'instrumental music', 'home video', 'bad audio quality', 'music video', 'traditional music', 'emotional', 'poignant', 'percussive blowing patterns']",The song is an instrumental. The song is medium fast tempo with a didgeridoo playing percussively with no other instrumentation. The song is played passionately and spirited. The audio quality is very poor.,1,False,False
qh-4EDX4agQ,140,150,"/m/085jw,/m/0l14l2","['deer horn', 'horn player', 'hebrew music', 'customary', 'no percussions', 'no other instrumentation', 'soloist', 'instrumental music', 'medium tempo', 'man talking', 'poor audio quality', 'religious customs', 'meditational', 'inspiring', 'devotional', 'jewish customs', 'passionate', 'inspiring', 'meditational', 'spiritual', 'jewish music']",The song is an instrumental. The song is medium tempo with a horn player playing a deer horn in a repeated manner. The song is spiritual and customary. The song has bad audio quality.,1,False,False
qlWEAm4AUTU,370,380,"/m/026t6,/m/04rlf,/m/04szw,/m/07brj,/m/0l14md","['solo percussion instrument', 'tambourine', 'riq', 'pandeiro', 'steady beat', 'high cymbal', 'bongo', 'drum']","Audio of a percussion instrument playing by itself. Sounds like a tambourine, riq, or pandeiro, playing a steady beat, alternating between a cymbal sound and a bongo drum sound.",8,True,True
qlqJF5yPmUc,60,70,"/m/01sm1g,/m/0l14md","['metronome sound', 'fast tapping in rhythm', 'clicking', 'regimented rhythm']",fast tapping in rhythm. The sounds are clicking. There is a metronome sound present as well. The rhythm is regimented.,8,False,False
qm8sJxsZ5VY,30,40,"/m/02g901,/m/04rlf,/t/dd00125","['funky jazz music', 'instrumental music', 'medium tempo', 'funny pranks', 'medium tempo', 'youtube funny videos', 'just for laughs', 'funny video soundtrack', 'funny tones', 'guitar strumming', 'funk jazz hits', 'energising', 'emotional', 'spirited', 'groove', 'trimmer tones', 'groovy bass line', 'keyboard accompaniment', 'slick drumming rhythm']","The song is an instrumental. The song has ambient room noises like hair trimming tones and funny tones. The song has slick drumming rhythm, groovy bass line, guitar rhythm and keyboard accompaniment. The song is groovy and funny. The song is a soundtrack for a funny prank video.",1,False,True
qmR9O2oZCWc,50,60,"/m/03m5k,/m/0d8_n","['amateur recording', 'harp', 'soothing', 'slow tempo']",This audio contains someone playing a soothing melody on a harp. This piece sounds a little bit melancholic. This song may be playing at a little concert.,6,False,False
qni67aUJbw4,160,170,"/m/04rlf,/m/0dwt5","['ad jingle', 'medium tempo', 'instrumental music', 'cymbal crash', 'piano accompaniment', 'xylophone plays melody', 'steady drumming rhythm', 'piano plays percussively', 'subtle bass line', 'pop instrumental', 'innovation', 'emotional', 'passion spirit', 'work ethics', 'creating solutions', 'tech solutions', 'advanced technology', 'smart minds']","The song is an instrumental. The song is medium tempo with a steady drumming rhythm, cymbals crashing, piano accompaniment and a xylophone playing a cool melody. The song is emotional and passionate. The song is an ad jingle for a technology solutions company.",1,True,True
qp4Ubx7WOAQ,0,10,"/m/018vs,/m/02sgy,/m/0342h,/m/03lty,/m/04rlf,/m/04szw,/m/07pc8lb,/m/0fx80y","['crackling sound', 'fire crackling', 'electric guitar power chords', 'gritty electric guitar strumming', 'glass breaking sound', 'rock drumming', 'retro video game beeping sounds', 'objects falling']","The clip is a combination of various sound effects. First, we have a fire crackling and this continues throughout the clip. Then we have the sounds of hard objects falling on a wooden floor, and then the sound of glass breaking. What follows is a retro video game beeping sound effect, a grungy electric guitar power chord sequence, and simple rock drumming along with a bassline that matches the chords.",3,False,False
qpN3Aqrr8mg,140,150,"/m/04rlf,/m/05fw6t,/m/05r5wn","['amateur recording', 'xylophone', 'rattle', 'recording an clicking noises']",This audio contains someone playing a xylophone sound and rattles. This is an amateur recording. You can hear clicking and recording noises. This audio may be playing demonstrating specific sounds on a device.,6,False,False
qrP_H87vFpo,30,40,"/m/03_d0,/m/04rlf","['jazz genre', 'improvisation', 'piano', 'double bass', 'drums', 'brush technique', 'swing feel']","The jazz music features a piano improvising with somewhat thick textures. A double bass plays a laid-back melody in the low register, for the most time with one note every two beats. The drummer plays a light rhythm employing a brush technique, rather than using sticks. The music has a swing feel to it.",2,True,True
qsFfUzErXqw,140,150,"/m/01p970,/m/028sqc,/m/04rlf,/m/04szw,/m/0jtg0,/m/0l14_3","['instrumental music', 'harmonium solo', 'traditional indian instruments', 'indian classical music', 'tabla playing percussively', 'sitar accompaniment', 'y traditional indian instruments', 'groovy rhythm', 'exciting', 'instruments in unison', 'dance rhythm', 'ancient traditional music', 'passionate', 'live concert', 'live audience', 'medium tempo', 'hindustaani music']","The song is instrumental. The tempo is medium with sitars and other stringed instruments playing in unison, tabla percussions and a harmonium playing the lead. The song is a classic hindustaani instrumental.",1,True,True
qtNTHnXOQew,40,50,"/m/02lkt,/m/03qtwd,/m/04rlf,/m/07rwj3x,/m/07sr1lc","['low quality', 'muffled', 'electro', 'aggressive', 'punchy snare', 'boomy bass', 'distorted', 'noisy', 'mono', 'crowd cheering', 'energetic']","The low quality recording features an electro song played live and it consists of at least a punchy snare and a boomy bass. There are some crowd cheering noises in the background. It sounds muffled, energetic, aggressive and distorted as the recording is very noisy and in mono.",4,False,False
qtnE1hnCD0M,30,40,"/m/01v1d8,/m/04rlf,/m/0cfdd,/m/0l14qv","['busy line sound effect', 'muffled snare', 'shimmering ride', 'tinny hi hats', 'loud gliding synth bass', 'generic', 'video game song', 'low quality', 'muffled kick']","The low quality recording features a loud, gliding synth bass, muffled snare and kick hits, tinny hi hats and shimmering ride cymbals. There is a busy line sound effect and its rhythm is offbeat relative to the song. It sounds generic - like a song from a video game.",4,False,True
qwGT6wvYdLo,60,70,"/m/04rlf,/m/05lls,/m/074ft,/m/0ggq0m","['low quality', 'rock orchestra', 'energetic crash cymbals', 'punchy kick', 'punchy snare', 'groovy bass', 'wide electric guitar melody', 'simple strings melody', 'energetic', 'epic', 'powerful']","The Rock Orchestra song features energetic crash cymbals, punchy kick and snare hits, groovy bass, wide electric guitar chords and simple strings melody. It sounds epic, powerful and energetic - like a theme song for an opening track of some anime.",4,True,True
qwOLhVbuhpM,30,40,"/m/04rlf,/t/dd00035","['live performance', 'instrumental', 'electronic music', 'electronic drum', 'medium tempo', 'groovy', 'dance', 'modern', 'minimal', 'ambient sounds']","This is a live recording of an instrumental electronic music beat. The rhythmic foundation of the beat consists of a simple medium tempo electronic drum beat. There are sounds coming from the background resembling a restaurant. It is a minimal-sounding groovy beat that is also danceable. With the removal of ambient sounds and a clean mix, this track could be used in the soundtrack of a TV show with an urban setting.",9,True,True
qyCea2TuUV4,100,110,"/m/018j2,/m/01lyv,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y","['low quality', 'noisy', 'live perforamnce', 'unbalanced stereo', 'nature sounds', 'acoustic guitar solo melody', 'upbeat', 'banjo melody', 'folk', 'passionate']","The low quality recording features a live performance of a folk song and it consists of acoustic guitar solo melody, followed by banjo melody. The recording is noisy, there are some natural sounds - since it was performed outdoors and the stereo image is unbalanced due to the fact that the instruments are leaning towards the right channel of the stereo image. It still sounds passionate and upbeat.",4,False,False
r2gYE6-cGx8,30,40,"/m/04rlf,/m/0l14gg,/t/dd00036","['orchestral music', 'string instruments', 'tuba', 'trombone', 'timpani', 'thrilling', 'exciting', 'intense', 'adrenaline', 'movie soundtrack']","This clip would be suitable for a movie soundtrack during a scene that is thrilling, intense, exciting and fueled with adrenaline. The music is played by an orchestra, with several layers of violin and brass instruments. The song brings about an atmosphere that invites action.",3,False,False
r43WrKA6ppI,30,40,"/m/0326g,/m/042v_gx,/m/04rlf,/m/07s0s5r,/m/0fx80y","['flamenco', 'acoustic guitar', 'instrumental', 'exercise', 'rising', 'repeating theme', 'spanish']",This is an instructive flamenco guitar piece. The player is depicting how the piece must be played by starting it slow and eventually getting faster. The theme is repeated by the player.,9,True,True
r6yGS_yQmj4,30,40,"/m/04rlf,/m/07kc_","['theremin', 'electric current manipulation', 'no periodicity', 'non musical', 'not pleasing', 'robotic tones', 'beep tones', 'sonic effects', 'varying tempos', 'increasing speeds', 'non musical', 'scientific music study', 'experimental', 'disturbing', 'chaotic', 'tense', 'melody tones']",The song is experimental and instrumental. The song has varying tempos consisting of beep tones controlled by manipulating electric currents. The song is non musical and borders on being noisy.,1,False,True
rC4PNZ1XOmU,100,110,"/m/04rlf,/t/dd00036","['low quality', 'aggressive', 'metal', 'glass hit sound effects', 'metallic object sound effect', 'wide aggressive electric guitar chords', 'distorted bass guitar', 'punchy snare', 'punchy kick', 'energetic crash cymbals', 'synth keys melody', 'chaotic', 'distorted', 'muddy', 'snare rolls']","The low quality recording features a metal song that consists of wide aggressive electric guitar chords, distorted bass guitar, punchy snare and kick hits alongside some snare rolls, synth keys melody and energetic crash cymbals. There are some glass hits and metallic object sound effects. It sounds chaotic, distorted, aggressive and muddy, since the frequencies are clashing with each other.",4,True,True
rFE_bKOr1W0,30,40,"/m/03q5t,/m/05148p4","['buzzy harpsichord melody', 'low quality', 'noisy', 'classical', 'cover']",The low quality recording features a cover of a classical song played on buzzy harpsichord melody. The recording is a bit noisy.,4,False,False
rFwJ2L-geWw,30,40,"/m/025_jnm,/m/04rlf","['finger snapping', 'piano', 'vacuum cleaner noise', 'phone recording']",The music excerpt features a piano playing a repeating melody in the background. Finger snaps can be heard playing the same rhythm that the piano does. In the background a noise similar to a vacuum cleaner can be heard. It sounds as if this whole thing was recorded with a phone or by an amateur.,2,False,True
rKRI5UcIICI,30,40,"/m/01qbl,/m/0239kh,/m/026t6,/m/02hnl,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md","['instrumental', 'single instrument', 'acoustic drums', 'drum solo', 'cowbells', 'latin influence', 'energetic']",This is an acoustic drum solo performance. The drummer is playing rapid and complex fills with a heavy use of cowbells. There is a clear latin music influence in this solo. It has an energetic aura. Parts of this performance could be sampled in use for beat-making.,9,False,False
rKfpCiJf9do,0,10,"/m/02p0sh1,/m/04rlf","['low quality', 'wide wooden percussive elements', 'arpeggiated strings melody', 'breathy flute melody', 'brass melody', 'soulful', 'mystical', 'passionate', 'traditional']","The low quality recording features a traditional song that consists of wide wooden percussion, arpeggiated strings melody and breathy flute melody layered with brass melody. It sounds soulful, mystical and passionate.",4,False,False
rLBGxAj9D14,70,80,"/m/03qjg,/m/085jw","['instrumental', 'fast tempo', 'harmonica melody', 'french harp', 'mouth organ', 'wind instrument', 'blues', 'boogie', 'double bass', 'boogie woogie', 'expressive', 'bebop', 'infectious drum', 'keyboard harmony', 'pre recorded background track', 'groovy bass', 'funky harmonica lead', 'rock and roll', 'muffled accompanying music', 'lively', 'energetic', 'catchy', 'upbeat', 'lively', 'dance groove', 'repetitive groove', 'boogie']","This music is an upbeat instrumental . The tempo is fast with a funky harmonica melody leading to a pre-recorded track with infectious drumming, double bass and keyboard harmony. The track is muffled and incoherent. The music is. Catchy, lively, cheerful, perky, funky, happy, vivacious, vibrant and groovy. This music is a Blues Boogie instrumental.",7,False,False
